id,country,sector,sector_base_prob,country_multiplier,tariff_risk_prob,tariff_risk_pct
566,NIGERIA,Lumber,0.3205,1,0.3205,32.00%
567,NIGERIA,Maritime,0.2481,1,0.2481,24.80%
568,NIGERIA,Metals,0.3206,1,0.3206,32.10%
569,NIGERIA,Minerals,0.3199,1,0.3199,32.00%
570,NIGERIA,Pharmaceutical,0.3201,1,0.3201,32.00%
571,NIGERIA,Semiconductor,0.3201,1,0.3201,32.00%
572,NIGERIA,Steel & Aluminum,0.3208,1,0.3208,32.10%
573,NORTH MACEDONIA,Aerospace,0.2174,1,0.2174,21.70%
574,NORTH MACEDONIA,Agriculture,0.5263,1,0.5263,52.60%
575,NORTH MACEDONIA,Automotive,0.262,1,0.262,26.20%
576,NORTH MACEDONIA,Energy,0.3861,1,0.3861,38.60%
577,NORTH MACEDONIA,Lumber,0.3205,1,0.3205,32.00%
578,NORTH MACEDONIA,Maritime,0.2481,1,0.2481,24.80%
579,NORTH MACEDONIA,Metals,0.3206,1,0.3206,32.10%
580,NORTH MACEDONIA,Minerals,0.3199,1,0.3199,32.00%
581,NORTH MACEDONIA,Pharmaceutical,0.3201,1,0.3201,32.00%
582,NORTH MACEDONIA,Semiconductor,0.3201,1,0.3201,32.00%
583,NORTH MACEDONIA,Steel & Aluminum,0.3208,1,0.3208,32.10%
584,NORWAY,Aerospace,0.2174,1,0.2174,21.70%
585,NORWAY,Agriculture,0.5263,1,0.5263,52.60%
586,NORWAY,Automotive,0.262,1,0.262,26.20%
587,NORWAY,Energy,0.3861,1,0.3861,38.60%
588,NORWAY,Lumber,0.3205,1,0.3205,32.00%
589,NORWAY,Maritime,0.2481,1,0.2481,24.80%
590,NORWAY,Metals,0.3206,1,0.3206,32.10%
591,NORWAY,Minerals,0.3199,1,0.3199,32.00%
592,NORWAY,Pharmaceutical,0.3201,1,0.3201,32.00%
593,NORWAY,Semiconductor,0.3201,1,0.3201,32.00%
594,NORWAY,Steel & Aluminum,0.3208,1,0.3208,32.10%
595,PAKISTAN,Aerospace,0.2174,1,0.2174,21.70%
596,PAKISTAN,Agriculture,0.5263,1,0.5263,52.60%
597,PAKISTAN,Automotive,0.262,1,0.262,26.20%
598,PAKISTAN,Energy,0.3861,1,0.3861,38.60%
599,PAKISTAN,Lumber,0.3205,1,0.3205,32.00%
600,PAKISTAN,Maritime,0.2481,1,0.2481,24.80%
601,PAKISTAN,Metals,0.3206,1,0.3206,32.10%
602,PAKISTAN,Minerals,0.3199,1,0.3199,32.00%
603,PAKISTAN,Pharmaceutical,0.3201,1,0.3201,32.00%
604,PAKISTAN,Semiconductor,0.3201,1,0.3201,32.00%
605,PAKISTAN,Steel & Aluminum,0.3208,1,0.3208,32.10%
606,PAPA NEW GUINEA,Aerospace,0.2174,1,0.2174,21.70%
607,PAPA NEW GUINEA,Agriculture,0.5263,1,0.5263,52.60%
608,PAPA NEW GUINEA,Automotive,0.262,1,0.262,26.20%
609,PAPA NEW GUINEA,Energy,0.3861,1,0.3861,38.60%
610,PAPA NEW GUINEA,Lumber,0.3205,1,0.3205,32.00%
611,PAPA NEW GUINEA,Maritime,0.2481,1,0.2481,24.80%
612,PAPA NEW GUINEA,Metals,0.3206,1,0.3206,32.10%
613,PAPA NEW GUINEA,Minerals,0.3199,1,0.3199,32.00%
614,PAPA NEW GUINEA,Pharmaceutical,0.3201,1,0.3201,32.00%
615,PAPA NEW GUINEA,Semiconductor,0.3201,1,0.3201,32.00%
616,PAPA NEW GUINEA,Steel & Aluminum,0.3208,1,0.3208,32.10%
617,PHILIPPINES,Aerospace,0.2174,1,0.2174,21.70%
618,PHILIPPINES,Agriculture,0.5263,1,0.5263,52.60%
619,PHILIPPINES,Automotive,0.262,1,0.262,26.20%
620,PHILIPPINES,Energy,0.3861,1,0.3861,38.60%
621,PHILIPPINES,Lumber,0.3205,1,0.3205,32.00%
622,PHILIPPINES,Maritime,0.2481,1,0.2481,24.80%
623,PHILIPPINES,Metals,0.3206,1,0.3206,32.10%
624,PHILIPPINES,Minerals,0.3199,1,0.3199,32.00%
625,PHILIPPINES,Pharmaceutical,0.3201,1,0.3201,32.00%
626,PHILIPPINES,Semiconductor,0.3201,1,0.3201,32.00%
627,PHILIPPINES,Steel & Aluminum,0.3208,1,0.3208,32.10%
628,RUSSIA,Aerospace,0.2174,1,0.2174,21.70%
629,RUSSIA,Agriculture,0.5263,1,0.5263,52.60%
630,RUSSIA,Automotive,0.262,1,0.262,26.20%
631,RUSSIA,Energy,0.3861,1,0.3861,38.60%
632,RUSSIA,Lumber,0.3205,1,0.3205,32.00%
633,RUSSIA,Maritime,0.2481,1,0.2481,24.80%
634,RUSSIA,Metals,0.3206,1,0.3206,32.10%
635,RUSSIA,Minerals,0.3199,1,0.3199,32.00%
636,RUSSIA,Pharmaceutical,0.3201,1,0.3201,32.00%
637,RUSSIA,Semiconductor,0.3201,1,0.3201,32.00%
638,RUSSIA,Steel & Aluminum,0.3208,1,0.3208,32.10%
639,SAUDI ARABIA,Aerospace,0.2174,1,0.2174,21.70%
640,SAUDI ARABIA,Agriculture,0.5263,1,0.5263,52.60%
641,SAUDI ARABIA,Automotive,0.262,1,0.262,26.20%
642,SAUDI ARABIA,Energy,0.3861,1,0.3861,38.60%
643,SAUDI ARABIA,Lumber,0.3205,1,0.3205,32.00%
644,SAUDI ARABIA,Maritime,0.2481,1,0.2481,24.80%
645,SAUDI ARABIA,Metals,0.3206,1,0.3206,32.10%
646,SAUDI ARABIA,Minerals,0.3199,1,0.3199,32.00%
647,SAUDI ARABIA,Pharmaceutical,0.3201,1,0.3201,32.00%
648,SAUDI ARABIA,Semiconductor,0.3201,1,0.3201,32.00%
649,SAUDI ARABIA,Steel & Aluminum,0.3208,1,0.3208,32.10%
650,SERBIA,Aerospace,0.2174,1,0.2174,21.70%
651,SERBIA,Agriculture,0.5263,1,0.5263,52.60%
652,SERBIA,Automotive,0.262,1,0.262,26.20%
653,SERBIA,Energy,0.3861,1,0.3861,38.60%
654,SERBIA,Lumber,0.3205,1,0.3205,32.00%
655,SERBIA,Maritime,0.2481,1,0.2481,24.80%
656,SERBIA,Metals,0.3206,1,0.3206,32.10%
657,SERBIA,Minerals,0.3199,1,0.3199,32.00%
658,SERBIA,Pharmaceutical,0.3201,1,0.3201,32.00%
659,SERBIA,Semiconductor,0.3201,1,0.3201,32.00%
660,SERBIA,Steel & Aluminum,0.3208,1,0.3208,32.10%
661,SOUTH AFRICA,Aerospace,0.2174,1,0.2174,21.70%
662,SOUTH AFRICA,Agriculture,0.5263,1,0.5263,52.60%
663,SOUTH AFRICA,Automotive,0.262,1,0.262,26.20%
664,SOUTH AFRICA,Energy,0.3861,1,0.3861,38.60%
665,SOUTH AFRICA,Lumber,0.3205,1,0.3205,32.00%
666,SOUTH AFRICA,Maritime,0.2481,1,0.2481,24.80%
667,SOUTH AFRICA,Metals,0.3206,1,0.3206,32.10%
668,SOUTH AFRICA,Minerals,0.3199,1,0.3199,32.00%
669,SOUTH AFRICA,Pharmaceutical,0.3201,1,0.3201,32.00%
670,SOUTH AFRICA,Semiconductor,0.3201,1,0.3201,32.00%
671,SOUTH AFRICA,Steel & Aluminum,0.3208,1,0.3208,32.10%
672,SOUTH KOREA,Aerospace,0.2174,1,0.2174,21.70%
673,SOUTH KOREA,Agriculture,0.5263,1,0.5263,52.60%
674,SOUTH KOREA,Automotive,0.262,1,0.262,26.20%
675,SOUTH KOREA,Energy,0.3861,1,0.3861,38.60%
676,SOUTH KOREA,Lumber,0.3205,1,0.3205,32.00%
677,SOUTH KOREA,Maritime,0.2481,1,0.2481,24.80%
678,SOUTH KOREA,Metals,0.3206,1,0.3206,32.10%
679,SOUTH KOREA,Minerals,0.3199,1,0.3199,32.00%
680,SOUTH KOREA,Pharmaceutical,0.3201,1,0.3201,32.00%
681,SOUTH KOREA,Semiconductor,0.3201,1,0.3201,32.00%
682,SOUTH KOREA,Steel & Aluminum,0.3208,1,0.3208,32.10%
683,SRI LANKA,Aerospace,0.2174,1,0.2174,21.70%
684,SRI LANKA,Agriculture,0.5263,1,0.5263,52.60%
685,SRI LANKA,Automotive,0.262,1,0.262,26.20%
686,SRI LANKA,Energy,0.3861,1,0.3861,38.60%
687,SRI LANKA,Lumber,0.3205,1,0.3205,32.00%
688,SRI LANKA,Maritime,0.2481,1,0.2481,24.80%
689,SRI LANKA,Metals,0.3206,1,0.3206,32.10%
690,SRI LANKA,Minerals,0.3199,1,0.3199,32.00%
691,SRI LANKA,Pharmaceutical,0.3201,1,0.3201,32.00%
692,SRI LANKA,Semiconductor,0.3201,1,0.3201,32.00%
693,SRI LANKA,Steel & Aluminum,0.3208,1,0.3208,32.10%
694,SWITZERLAND,Aerospace,0.2174,1,0.2174,21.70%
695,SWITZERLAND,Agriculture,0.5263,1,0.5263,52.60%
696,SWITZERLAND,Automotive,0.262,1,0.262,26.20%
697,SWITZERLAND,Energy,0.3861,1,0.3861,38.60%
698,SWITZERLAND,Lumber,0.3205,1,0.3205,32.00%
699,SWITZERLAND,Maritime,0.2481,1,0.2481,24.80%
700,SWITZERLAND,Metals,0.3206,1,0.3206,32.10%
701,SWITZERLAND,Minerals,0.3199,1,0.3199,32.00%
702,SWITZERLAND,Pharmaceutical,0.3201,1,0.3201,32.00%
703,SWITZERLAND,Semiconductor,0.3201,1,0.3201,32.00%
704,SWITZERLAND,Steel & Aluminum,0.3208,1,0.3208,32.10%
705,SYRIA,Aerospace,0.2174,1,0.2174,21.70%
706,SYRIA,Agriculture,0.5263,1,0.5263,52.60%
707,SYRIA,Automotive,0.262,1,0.262,26.20%
708,SYRIA,Energy,0.3861,1,0.3861,38.60%
709,SYRIA,Lumber,0.3205,1,0.3205,32.00%
710,SYRIA,Maritime,0.2481,1,0.2481,24.80%
711,SYRIA,Metals,0.3206,1,0.3206,32.10%
712,SYRIA,Minerals,0.3199,1,0.3199,32.00%
713,SYRIA,Pharmaceutical,0.3201,1,0.3201,32.00%
714,SYRIA,Semiconductor,0.3201,1,0.3201,32.00%
715,SYRIA,Steel & Aluminum,0.3208,1,0.3208,32.10%
716,TAIWAN,Aerospace,0.2174,1,0.2174,21.70%
717,TAIWAN,Agriculture,0.5263,1,0.5263,52.60%
718,TAIWAN,Automotive,0.262,1,0.262,26.20%
719,TAIWAN,Energy,0.3861,1,0.3861,38.60%
720,TAIWAN,Lumber,0.3205,1,0.3205,32.00%
721,TAIWAN,Maritime,0.2481,1,0.2481,24.80%
722,TAIWAN,Metals,0.3206,1,0.3206,32.10%
723,TAIWAN,Minerals,0.3199,1,0.3199,32.00%
724,TAIWAN,Pharmaceutical,0.3201,1,0.3201,32.00%
725,TAIWAN,Semiconductor,0.3201,1,0.3201,32.00%
726,TAIWAN,Steel & Aluminum,0.3208,1,0.3208,32.10%
727,THAILAND,Aerospace,0.2174,1,0.2174,21.70%
728,THAILAND,Agriculture,0.5263,1,0.5263,52.60%
729,THAILAND,Automotive,0.262,1,0.262,26.20%
730,THAILAND,Energy,0.3861,1,0.3861,38.60%
731,THAILAND,Lumber,0.3205,1,0.3205,32.00%
732,THAILAND,Maritime,0.2481,1,0.2481,24.80%
733,THAILAND,Metals,0.3206,1,0.3206,32.10%
734,THAILAND,Minerals,0.3199,1,0.3199,32.00%
735,THAILAND,Pharmaceutical,0.3201,1,0.3201,32.00%
736,THAILAND,Semiconductor,0.3201,1,0.3201,32.00%
737,THAILAND,Steel & Aluminum,0.3208,1,0.3208,32.10%
738,TRINIDAD AND TOBAGO,Aerospace,0.2174,1,0.2174,21.70%
739,TRINIDAD AND TOBAGO,Agriculture,0.5263,1,0.5263,52.60%
740,TRINIDAD AND TOBAGO,Automotive,0.262,1,0.262,26.20%
741,TRINIDAD AND TOBAGO,Energy,0.3861,1,0.3861,38.60%
742,TRINIDAD AND TOBAGO,Lumber,0.3205,1,0.3205,32.00%
743,TRINIDAD AND TOBAGO,Maritime,0.2481,1,0.2481,24.80%
744,TRINIDAD AND TOBAGO,Metals,0.3206,1,0.3206,32.10%
745,TRINIDAD AND TOBAGO,Minerals,0.3199,1,0.3199,32.00%
746,TRINIDAD AND TOBAGO,Pharmaceutical,0.3201,1,0.3201,32.00%
747,TRINIDAD AND TOBAGO,Semiconductor,0.3201,1,0.3201,32.00%
748,TRINIDAD AND TOBAGO,Steel & Aluminum,0.3208,1,0.3208,32.10%
749,TUNISIA,Aerospace,0.2174,1,0.2174,21.70%
750,TUNISIA,Agriculture,0.5263,1,0.5263,52.60%
751,TUNISIA,Automotive,0.262,1,0.262,26.20%
752,TUNISIA,Energy,0.3861,1,0.3861,38.60%
753,TUNISIA,Lumber,0.3205,1,0.3205,32.00%
754,TUNISIA,Maritime,0.2481,1,0.2481,24.80%
755,TUNISIA,Metals,0.3206,1,0.3206,32.10%
756,TUNISIA,Minerals,0.3199,1,0.3199,32.00%
757,TUNISIA,Pharmaceutical,0.3201,1,0.3201,32.00%
758,TUNISIA,Semiconductor,0.3201,1,0.3201,32.00%
759,TUNISIA,Steel & Aluminum,0.3208,1,0.3208,32.10%
760,TURKIYE,Aerospace,0.2174,1,0.2174,21.70%
761,TURKIYE,Agriculture,0.5263,1,0.5263,52.60%
762,TURKIYE,Automotive,0.262,1,0.262,26.20%
763,TURKIYE,Energy,0.3861,1,0.3861,38.60%
764,TURKIYE,Lumber,0.3205,1,0.3205,32.00%
765,TURKIYE,Maritime,0.2481,1,0.2481,24.80%
766,TURKIYE,Metals,0.3206,1,0.3206,32.10%
767,TURKIYE,Minerals,0.3199,1,0.3199,32.00%
768,TURKIYE,Pharmaceutical,0.3201,1,0.3201,32.00%
769,TURKIYE,Semiconductor,0.3201,1,0.3201,32.00%
770,TURKIYE,Steel & Aluminum,0.3208,1,0.3208,32.10%
771,UGANDA,Aerospace,0.2174,1,0.2174,21.70%
772,UGANDA,Agriculture,0.5263,1,0.5263,52.60%
773,UGANDA,Automotive,0.262,1,0.262,26.20%
774,UGANDA,Energy,0.3861,1,0.3861,38.60%
775,UGANDA,Lumber,0.3205,1,0.3205,32.00%
776,UGANDA,Maritime,0.2481,1,0.2481,24.80%
777,UGANDA,Metals,0.3206,1,0.3206,32.10%
778,UGANDA,Minerals,0.3199,1,0.3199,32.00%
779,UGANDA,Pharmaceutical,0.3201,1,0.3201,32.00%
780,UGANDA,Semiconductor,0.3201,1,0.3201,32.00%
781,UGANDA,Steel & Aluminum,0.3208,1,0.3208,32.10%
782,UK,Aerospace,0.2174,2,0.4348,43.50%
783,UK,Agriculture,0.5263,2,0.99,99.00%
784,UK,Automotive,0.262,2,0.524,52.40%
785,UK,Energy,0.3861,2,0.7722,77.20%
786,UK,Lumber,0.3205,2,0.641,64.10%
787,UK,Maritime,0.2481,2,0.4962,49.60%
788,UK,Metals,0.3206,2,0.6412,64.10%
789,UK,Minerals,0.3199,2,0.6398,64.00%
790,UK,Pharmaceutical,0.3201,2,0.6402,64.00%
791,UK,Semiconductor,0.3201,2,0.6402,64.00%
792,UK,Steel & Aluminum,0.3208,2,0.6416,64.20%
793,VANUATU,Aerospace,0.2174,1,0.2174,21.70%
794,VANUATU,Agriculture,0.5263,1,0.5263,52.60%
795,VANUATU,Automotive,0.262,1,0.262,26.20%
796,VANUATU,Energy,0.3861,1,0.3861,38.60%
797,VANUATU,Lumber,0.3205,1,0.3205,32.00%
798,VANUATU,Maritime,0.2481,1,0.2481,24.80%
799,VANUATU,Metals,0.3206,1,0.3206,32.10%
800,VANUATU,Minerals,0.3199,1,0.3199,32.00%
801,VANUATU,Pharmaceutical,0.3201,1,0.3201,32.00%
802,VANUATU,Semiconductor,0.3201,1,0.3201,32.00%
803,VANUATU,Steel & Aluminum,0.3208,1,0.3208,32.10%
804,VENEZUELA,Aerospace,0.2174,1,0.2174,21.70%
805,VENEZUELA,Agriculture,0.5263,1,0.5263,52.60%
806,VENEZUELA,Automotive,0.262,1,0.262,26.20%
807,VENEZUELA,Energy,0.3861,1,0.3861,38.60%
808,VENEZUELA,Lumber,0.3205,1,0.3205,32.00%
809,VENEZUELA,Maritime,0.2481,1,0.2481,24.80%
810,VENEZUELA,Metals,0.3206,1,0.3206,32.10%
811,VENEZUELA,Minerals,0.3199,1,0.3199,32.00%
812,VENEZUELA,Pharmaceutical,0.3201,1,0.3201,32.00%
813,VENEZUELA,Semiconductor,0.3201,1,0.3201,32.00%
814,VENEZUELA,Steel & Aluminum,0.3208,1,0.3208,32.10%
815,VIETNAM,Aerospace,0.2174,1,0.2174,21.70%
816,VIETNAM,Agriculture,0.5263,1,0.5263,52.60%
817,VIETNAM,Automotive,0.262,1,0.262,26.20%
818,VIETNAM,Energy,0.3861,1,0.3861,38.60%
819,VIETNAM,Lumber,0.3205,1,0.3205,32.00%
820,VIETNAM,Maritime,0.2481,1,0.2481,24.80%
821,VIETNAM,Metals,0.3206,1,0.3206,32.10%
822,VIETNAM,Minerals,0.3199,1,0.3199,32.00%
823,VIETNAM,Pharmaceutical,0.3201,1,0.3201,32.00%
824,VIETNAM,Semiconductor,0.3201,1,0.3201,32.00%
825,VIETNAM,Steel & Aluminum,0.3208,1,0.3208,32.10%
826,ZAMBIA,Aerospace,0.2174,1,0.2174,21.70%
827,ZAMBIA,Agriculture,0.5263,1,0.5263,52.60%
828,ZAMBIA,Automotive,0.262,1,0.262,26.20%
829,ZAMBIA,Energy,0.3861,1,0.3861,38.60%
830,ZAMBIA,Lumber,0.3205,1,0.3205,32.00%
831,ZAMBIA,Maritime,0.2481,1,0.2481,24.80%
832,ZAMBIA,Metals,0.3206,1,0.3206,32.10%
833,ZAMBIA,Minerals,0.3199,1,0.3199,32.00%
834,ZAMBIA,Pharmaceutical,0.3201,1,0.3201,32.00%
835,ZAMBIA,Semiconductor,0.3201,1,0.3201,32.00%
836,ZAMBIA,Steel & Aluminum,0.3208,1,0.3208,32.10%
837,ZIMBABWE,Aerospace,0.2174,1,0.2174,21.70%
838,ZIMBABWE,Agriculture,0.5263,1,0.5263,52.60%
839,ZIMBABWE,Automotive,0.262,1,0.262,26.20%
840,ZIMBABWE,Energy,0.3861,1,0.3861,38.60%
841,ZIMBABWE,Lumber,0.3205,1,0.3205,32.00%
842,ZIMBABWE,Maritime,0.2481,1,0.2481,24.80%
843,ZIMBABWE,Metals,0.3206,1,0.3206,32.10%
844,ZIMBABWE,Minerals,0.3199,1,0.3199,32.00%
845,ZIMBABWE,Pharmaceutical,0.3201,1,0.3201,32.00%
846,ZIMBABWE,Semiconductor,0.3201,1,0.3201,32.00%
847,ZIMBABWE,Steel & Aluminum,0.3208,1,0.3208,32.10%
