date,XOM_baseline,XOM_impacted,CVX_baseline,CVX_impacted,COP_baseline,COP_impacted,PXD_baseline,PXD_impacted,EOG_baseline,EOG_impacted,MPC_baseline,MPC_impacted,VLO_baseline,VLO_impacted,PSX_baseline,PSX_impacted,SLB_baseline,SLB_impacted,HAL_baseline,HAL_impacted,OXY_baseline,OXY_impacted,DVN_baseline,DVN_impacted,HES_baseline,HES_impacted,BKR_baseline,BKR_impacted,FANG_baseline,FANG_impacted,APA_baseline,APA_impacted,MRO_baseline,MRO_impacted,OVV_baseline,OVV_impacted,CTRA_baseline,CTRA_impacted,RRC_baseline,RRC_impacted
2026-04-07,152.972,194.6028,188.2051,239.4245,111.6105,141.9849,100.9905,128.4747,122.3258,155.6163,203.4489,258.8168,210.9688,268.3832,161.4698,205.4133,52.4789,66.7609,36.1051,45.9309,51.9402,66.0755,45.4242,57.7862,100.9905,128.4747,64.6605,82.2576,176.3777,224.3782,29.7798,37.8842,100.9905,128.4747,51.4245,65.4195,31.6875,40.3111,39.7635,50.585
2026-04-08,153.101,194.541,188.3013,239.269,111.6346,141.8509,101.0126,128.3538,122.3091,155.4146,203.6001,258.7088,211.2015,268.3676,161.5993,205.3396,52.5157,66.7302,36.1275,45.9062,51.9424,66.0017,45.4474,57.7487,101.0126,128.3538,64.716,82.2328,176.3859,224.1285,29.796,37.8609,101.0126,128.3538,51.4435,65.3677,31.6966,40.276,39.7647,50.5278
2026-04-09,153.23,194.4863,188.3974,239.1224,111.6587,141.7222,101.0347,128.2378,122.2924,155.2189,203.7514,258.6104,211.4344,268.3619,161.7289,205.2735,52.5525,66.702,36.1499,45.8831,51.9446,65.9304,45.4707,57.7134,101.0347,128.2378,64.7716,82.211,176.3941,223.8872,29.8122,37.8389,101.0347,128.2378,51.4624,65.3184,31.7057,40.2423,39.7659,50.4726
2026-04-10,153.3592,194.4386,188.4937,238.9844,111.6829,141.5987,101.0569,128.1264,122.2757,155.029,203.9029,258.5212,211.6676,268.3657,161.8586,205.2147,52.5893,66.6762,36.1724,45.8617,51.9469,65.8616,45.494,57.6802,101.0569,128.1264,64.8273,82.1922,176.4022,223.6541,29.8284,37.8183,101.0569,128.1264,51.4813,65.2713,31.7148,40.2101,39.767,50.4192
2026-04-11,153.4885,194.3977,188.5899,238.8547,111.707,141.4803,101.079,128.0196,122.259,154.8446,204.0544,258.4409,211.901,268.3789,161.9883,205.163,52.6262,66.6526,36.1949,45.8419,51.9491,65.7951,45.5173,57.6489,101.079,128.0196,64.8829,82.1762,176.4104,223.429,29.8446,37.7991,101.079,128.0196,51.5003,65.2266,31.724,40.1793,39.7682,50.3676
2026-04-12,153.6179,194.3632,188.6862,238.7331,111.7312,141.3666,101.1012,127.9171,122.2423,154.6656,204.2061,258.3694,212.1347,268.401,162.1182,205.1182,52.6631,66.6314,36.2174,45.8236,51.9513,65.7308,45.5406,57.6197,101.1012,127.9171,64.9387,82.1629,176.4186,223.2116,29.8608,37.7811,101.1012,127.9171,51.5192,65.1841,31.7331,40.1499,39.7694,50.3178
2026-04-13,153.7474,194.3351,188.7826,238.6193,111.7553,141.2576,101.1233,127.8188,122.2256,154.4919,204.3578,258.3062,212.3686,268.4318,162.2482,205.0801,52.7,66.6123,36.2399,45.8068,51.9536,65.6688,45.5639,57.5923,101.1233,127.8188,64.9944,82.1523,176.4268,223.0017,29.8771,37.7643,101.1233,127.8188,51.5382,65.1438,31.7422,40.1219,39.7706,50.2697
2026-04-14,153.877,194.3131,188.879,238.5131,111.7795,141.1532,101.1455,127.7247,122.2089,154.3232,204.5097,258.2512,212.6028,268.4711,162.3783,205.0484,52.7369,66.5953,36.2624,45.7915,51.9558,65.6088,45.5872,57.5667,101.1455,127.7247,65.0503,82.1443,176.435,222.7989,29.8933,37.7488,101.1455,127.7247,51.5572,65.1055,31.7514,40.095,39.7718,50.2231
2026-04-15,154.0067,194.297,188.9755,238.4141,111.8037,141.0531,101.1676,127.6345,122.1922,154.1594,204.6617,258.204,212.8373,268.5185,162.5085,205.023,52.7739,66.5803,36.2849,45.7775,51.958,65.551,45.6105,57.5429,101.1676,127.6345,65.1061,82.1388,176.4432,222.6032,29.9096,37.7343,101.1676,127.6345,51.5761,65.0692,31.7605,40.0695,39.773,50.1782
2026-04-16,154.1365,194.2866,189.072,238.3223,111.8278,140.9572,101.1898,127.5481,122.1755,154.0003,204.8138,258.1645,213.072,268.5739,162.6388,205.0036,52.8109,66.5673,36.3074,45.765,51.9603,65.4951,45.6339,57.5208,101.1898,127.5481,65.1621,82.1357,176.4513,222.4141,29.9258,37.7211,101.1898,127.5481,51.5951,65.0348,31.7696,40.0451,39.7742,50.1347
2026-04-17,154.2665,194.2818,189.1686,238.2373,111.852,140.8655,101.2119,127.4654,122.1588,153.8457,204.966,258.1324,213.307,268.637,162.7692,204.9901,52.8479,66.5562,36.33,45.7537,51.9625,65.4411,45.6572,57.5003,101.2119,127.4654,65.218,82.135,176.4595,222.2316,29.9421,37.7088,101.2119,127.4654,51.6141,65.0024,31.7788,40.0219,39.7754,50.0928
2026-04-18,154.3965,194.2824,189.2652,238.1589,111.8762,140.7777,101.2341,127.3864,122.1421,153.6956,205.1183,258.1074,213.5422,268.7075,162.8997,204.9823,52.885,66.547,36.3526,45.7437,51.9647,65.389,45.6806,57.4815,101.2341,127.3864,65.2741,82.1366,176.4677,222.0554,29.9584,37.6977,101.2341,127.3864,51.6331,64.9717,31.7879,39.9998,39.7766,50.0522
2026-04-19,154.5267,194.2882,189.3619,238.0869,111.9004,140.6937,101.2563,127.3107,122.1254,153.5498,205.2707,258.0894,213.7777,268.7853,163.0303,204.98,52.922,66.5395,36.3751,45.7349,51.9669,65.3387,45.704,57.4642,101.2563,127.3107,65.3301,82.1403,176.4759,221.8853,29.9747,37.6875,101.2563,127.3107,51.6521,64.9428,31.7971,39.9788,39.7777,50.013
2026-04-20,154.6569,194.2991,189.4586,238.0212,111.9246,140.6134,101.2785,127.2385,122.1088,153.4081,205.4233,258.078,214.0135,268.8701,163.161,204.983,52.9591,66.5338,36.3977,45.7273,51.9692,65.2901,45.7274,57.4484,101.2785,127.2385,65.3862,82.1462,176.4841,221.721,29.991,37.6784,101.2785,127.2385,51.6711,64.9156,31.8062,39.9589,39.7789,49.9752
2026-04-21,154.7873,194.3149,189.5553,237.9615,111.9488,140.5368,101.3007,127.1695,122.0921,153.2703,205.576,258.0732,214.2495,268.9617,163.2918,204.9912,52.9963,66.5297,36.4204,45.7209,51.9714,65.2432,45.7508,57.434,101.3007,127.1695,65.4424,82.1542,176.4923,221.5625,30.0073,37.6702,101.3007,127.1695,51.6901,64.8901,31.8153,39.9399,39.7801,49.9387
2026-04-22,154.9178,194.3354,189.6522,237.9076,111.973,140.4636,101.3228,127.1036,122.0754,153.1365,205.7287,258.0747,214.4858,269.06,163.4228,205.0043,53.0334,66.5273,36.443,45.7156,51.9736,65.1979,45.7742,57.4211,101.3228,127.1036,65.4986,82.1642,176.5004,221.4095,30.0236,37.6629,101.3228,127.1036,51.7092,64.8661,31.8245,39.922,39.7813,49.9033
2026-04-23,155.0484,194.3605,189.749,237.8593,111.9972,140.3937,101.345,127.0408,122.0587,153.0064,205.8816,258.0823,214.7224,269.1646,163.5538,205.0224,53.0706,66.5265,36.4656,45.7114,51.9759,65.1542,45.7977,57.4095,101.345,127.0408,65.5549,82.1761,176.5086,221.2619,30.04,37.6565,101.345,127.0408,51.7282,64.8437,31.8337,39.905,39.7825,49.8692
2026-04-24,155.1791,194.39,189.8459,237.8165,112.0214,140.3272,101.3672,126.9809,122.0421,152.8798,206.0346,258.0958,214.9592,269.2754,163.6849,205.0451,53.1078,66.5271,36.4883,45.7082,51.9781,65.112,45.8211,57.3992,101.3672,126.9809,65.6112,82.1899,176.5168,221.1194,30.0563,37.651,101.3672,126.9809,51.7472,64.8228,31.8428,39.8889,39.7837,49.8363
2026-04-25,155.3099,194.4239,189.9429,237.779,112.0456,140.2637,101.3894,126.9238,122.0254,152.7568,206.1878,258.115,215.1962,269.3922,163.8162,205.0724,53.145,66.5293,36.5109,45.706,51.9803,65.0713,45.8446,57.3903,101.3894,126.9238,65.6675,82.2055,176.525,220.9819,30.0726,37.6463,101.3894,126.9238,51.7663,64.8033,31.852,39.8737,39.7849,49.8045
2026-04-26,155.4408,194.4619,190.0399,237.7466,112.0698,140.2033,101.4117,126.8695,122.0087,152.6372,206.341,258.1398,215.4335,269.5149,163.9475,205.1041,53.1823,66.5329,36.5336,45.7048,51.9825,65.032,45.868,57.3825,101.4117,126.8695,65.7239,82.2229,176.5332,220.8492,30.089,37.6424,101.4117,126.8695,51.7853,64.7853,31.8611,39.8594,39.7861,49.7738
2026-04-27,155.5719,194.5041,190.137,237.7191,112.0941,140.1458,101.4339,126.8179,121.9921,152.5208,206.4943,258.17,215.6711,269.6433,164.079,205.1401,53.2195,66.5378,36.5563,45.7046,51.9848,64.9941,45.8915,57.3759,101.4339,126.8179,65.7804,82.242,176.5414,220.7212,30.1054,37.6393,101.4339,126.8179,51.8044,64.7685,31.8703,39.8459,39.7873,49.7441
2026-04-28,155.703,194.5501,190.2341,237.6964,112.1183,140.0912,101.4561,126.7688,121.9754,152.4076,206.6478,258.2053,215.909,269.7771,164.2105,205.1802,53.2568,66.5441,36.579,45.7053,51.987,64.9575,45.915,57.3705,101.4561,126.7688,65.8369,82.2628,176.5496,220.5977,30.1217,37.6369,101.4561,126.7688,51.8235,64.7531,31.8795,39.8332,39.7885,49.7155
2026-04-29,155.8343,194.6,190.3312,237.6784,112.1426,140.0394,101.4783,126.7223,121.9587,152.2974,206.8014,258.2457,216.1471,269.9163,164.3422,205.2243,53.2942,66.5517,36.6018,45.7069,51.9892,64.9222,45.9385,57.3663,101.4783,126.7223,65.8934,82.2852,176.5578,220.4786,30.1381,37.6353,101.4783,126.7223,51.8425,64.739,31.8886,39.8213,39.7896,49.6878
2026-04-30,155.9657,194.6535,190.4284,237.6649,112.1668,139.9902,101.5005,126.6781,121.9421,152.1902,206.9551,258.291,216.3855,270.0607,164.474,205.2723,53.3315,66.5606,36.6245,45.7093,51.9915,64.8881,45.962,57.3631,101.5005,126.6781,65.95,82.3092,176.5659,220.3638,30.1545,37.6344,101.5005,126.6781,51.8616,64.7261,31.8978,39.8102,39.7908,49.6611
2026-05-01,156.0971,194.7106,190.5257,237.6557,112.191,139.9436,101.5228,126.6363,121.9254,152.0859,207.1089,258.341,216.6241,270.21,164.6058,205.3241,53.3689,66.5707,36.6473,45.7126,51.9937,64.8553,45.9855,57.3609,101.5228,126.6363,66.0067,82.3346,176.5741,220.253,30.1709,37.6342,101.5228,126.6363,51.8807,64.7143,31.907,39.7998,39.792,49.6353
2026-05-02,156.2287,194.7712,190.623,237.6507,112.2153,139.8994,101.545,126.5967,121.9088,151.9843,207.2628,258.3956,216.863,270.3643,164.7378,205.3795,53.4063,66.5819,36.67,45.7167,51.9959,64.8236,46.0091,57.3598,101.545,126.5967,66.0634,82.3616,176.5823,220.1461,30.1873,37.6347,101.545,126.5967,51.8998,64.7038,31.9162,39.7901,39.7932,49.6104
2026-05-03,156.3604,194.8352,190.7204,237.6499,112.2396,139.8577,101.5673,126.5593,121.8921,151.8854,207.4168,258.4547,217.1022,270.5233,164.8699,205.4385,53.4437,66.5943,36.6928,45.7216,51.9982,64.7931,46.0326,57.3596,101.5673,126.5593,66.1201,82.3899,176.5905,220.0431,30.2037,37.6358,101.5673,126.5593,51.9189,64.6943,31.9254,39.781,39.7944,49.5864
2026-05-04,156.4922,194.9024,190.8178,237.6529,112.2638,139.8183,101.5895,126.5241,121.8755,151.7891,207.571,258.5181,217.3416,270.6868,165.0021,205.5009,53.4812,66.6079,36.7156,45.7272,52.0004,64.7636,46.0562,57.3604,101.5895,126.5241,66.1769,82.4196,176.5987,219.9438,30.2202,37.6375,101.5895,126.5241,51.938,64.6859,31.9345,39.7727,39.7956,49.5632
2026-05-05,156.6242,194.9727,190.9152,237.6598,112.2881,139.7812,101.6118,126.4908,121.8588,151.6953,207.7252,258.5856,217.5813,270.8549,165.1344,205.5667,53.5187,66.6225,36.7384,45.7336,52.0026,64.7352,46.0798,57.3622,101.6118,126.4908,66.2337,82.4507,176.6069,219.8481,30.2366,37.6399,101.6118,126.4908,51.9571,64.6785,31.9437,39.765,39.7968,49.5408
2026-05-06,156.7562,195.0462,191.0127,237.6704,112.3124,139.7463,101.634,126.4596,121.8422,151.6039,207.8796,258.6572,217.8212,271.0272,165.2668,205.6356,53.5562,66.6381,36.7612,45.7407,52.0049,64.7078,46.1034,57.3648,101.634,126.4596,66.2906,82.4831,176.6151,219.7559,30.253,37.6428,101.634,126.4596,51.9762,64.6722,31.9529,39.7579,39.798,49.5192
2026-05-07,156.8884,195.1226,191.1103,237.6845,112.3367,139.7135,101.6563,126.4303,121.8255,151.5148,208.0341,258.7327,218.0615,271.2038,165.3993,205.7077,53.5937,66.6547,36.7841,45.7485,52.0071,64.6814,46.127,57.3683,101.6563,126.4303,66.3476,82.5167,176.6233,219.667,30.2695,37.6463,101.6563,126.4303,51.9954,64.6668,31.9621,39.7514,39.7992,49.4984
2026-05-08,157.0206,195.2019,191.2079,237.7022,112.3609,139.6827,101.6785,126.4028,121.8089,151.428,208.1887,258.812,218.3019,271.3844,165.5319,205.7828,53.6313,66.6723,36.8069,45.7569,52.0093,64.6559,46.1506,57.3726,101.6785,126.4028,66.4046,82.5515,176.6315,219.5813,30.286,37.6503,101.6785,126.4028,52.0145,64.6624,31.9713,39.7455,39.8004,49.4782
2026-05-09,157.153,195.2839,191.3056,237.7231,112.3852,139.6539,101.7008,126.3771,121.7923,151.3434,208.3434,258.895,218.5427,271.569,165.6646,205.8608,53.6689,66.6909,36.8298,45.766,52.0116,64.6314,46.1742,57.3777,101.7008,126.3771,66.4616,82.5875,176.6397,219.4988,30.3024,37.6549,101.7008,126.3771,52.0337,64.6589,31.9805,39.7401,39.8015,49.4588
2026-05-10,157.2855,195.3687,191.4033,237.7474,112.4095,139.6271,101.7231,126.3531,121.7756,151.2609,208.4983,258.9815,218.7837,271.7574,165.7975,205.9417,53.7065,66.7104,36.8527,45.7757,52.0138,64.6078,46.1978,57.3836,101.7231,126.3531,66.5187,82.6247,176.6478,219.4193,30.3189,37.66,101.7231,126.3531,52.0528,64.6563,31.9897,39.7353,39.8027,49.4401
2026-05-11,157.4181,195.4561,191.501,237.7748,112.4338,139.602,101.7454,126.3308,121.759,151.1805,208.6532,259.0716,219.025,271.9496,165.9304,206.0254,53.7442,66.7308,36.8756,45.7861,52.016,64.585,46.2215,57.3903,101.7454,126.3308,66.5758,82.663,176.656,219.3427,30.3354,37.6655,101.7454,126.3308,52.072,64.6545,31.9989,39.731,39.8039,49.422
2026-05-12,157.5508,195.546,191.5988,237.8052,112.4581,139.5788,101.7677,126.3102,121.7424,151.102,208.8083,259.1649,219.2665,272.1453,166.0635,206.1117,53.7818,66.752,36.8985,45.797,52.0182,64.5631,46.2452,57.3977,101.7677,126.3102,66.633,82.7023,176.6642,219.269,30.3519,37.6716,101.7677,126.3102,52.0911,64.6535,32.0081,39.7272,39.8051,49.4046
2026-05-13,157.6836,195.6385,191.6967,237.8386,112.4825,139.5573,101.79,126.2911,121.7257,151.0255,208.9634,259.2615,219.5084,272.3446,166.1966,206.2006,53.8195,66.7741,36.9214,45.8085,52.0205,64.542,46.2688,57.4059,101.79,126.2911,66.6902,82.7427,176.6724,219.198,30.3684,37.6782,101.79,126.2911,52.1103,64.6534,32.0173,39.724,39.8063,49.3878
2026-05-14,157.8165,195.7333,191.7946,237.8749,112.5068,139.5375,101.8123,126.2735,121.7091,150.9508,209.1187,259.3613,219.7504,272.5474,166.3299,206.292,53.8573,66.7969,36.9443,45.8205,52.0227,64.5216,46.2925,57.4147,101.8123,126.2735,66.7475,82.7842,176.6806,219.1296,30.3849,37.6851,101.8123,126.2735,52.1295,64.654,32.0265,39.7212,39.8075,49.3716
2026-05-15,157.9495,195.8304,191.8925,237.9139,112.5311,139.5193,101.8346,126.2574,121.6925,150.8778,209.2742,259.4641,219.9928,272.7534,166.4632,206.3859,53.895,66.8206,36.9673,45.8331,52.0249,64.502,46.3162,57.4242,101.8346,126.2574,66.8048,82.8266,176.6888,219.0639,30.4014,37.6926,101.8346,126.2574,52.1487,64.6554,32.0357,39.7188,39.8087,49.356
2026-05-16,158.0827,195.9298,191.9906,237.9556,112.5554,139.5027,101.8569,126.2427,121.6759,150.8067,209.4297,259.5699,220.2354,272.9626,166.5967,206.4821,53.9328,66.845,36.9902,45.8462,52.0272,64.4832,46.3399,57.4343,101.8569,126.2427,66.8622,82.8699,176.697,219.0006,30.418,37.7004,101.8569,126.2427,52.1679,64.6575,32.0449,39.7169,39.8099,49.3409
2026-05-17,158.216,196.0313,192.0886,237.9999,112.5798,139.4876,101.8792,126.2294,121.6592,150.7371,209.5853,259.6785,220.4783,273.175,166.7303,206.5807,53.9706,66.8702,37.0132,45.8598,52.0294,64.465,46.3636,57.4451,101.8792,126.2294,66.9196,82.9142,176.7052,218.9397,30.4345,37.7087,101.8792,126.2294,52.1871,64.6603,32.0542,39.7155,39.8111,49.3264
2026-05-18,158.3493,196.135,192.1867,238.0467,112.6041,139.474,101.9015,126.2175,121.6426,150.6693,209.7411,259.79,220.7214,273.3905,166.8639,206.6814,54.0084,66.896,37.0362,45.8739,52.0316,64.4475,46.3874,57.4564,101.9015,126.2175,66.9771,82.9594,176.7134,218.8812,30.4511,37.7174,101.9015,126.2175,52.2063,64.6638,32.0634,39.7144,39.8123,49.3124
2026-05-19,158.4828,196.2408,192.2849,238.096,112.6285,139.4618,101.9238,126.2068,121.626,150.6029,209.897,259.9041,220.9649,273.6089,166.9977,206.7843,54.0463,66.9226,37.0592,45.8884,52.0339,64.4307,46.4111,57.4684,101.9238,126.2068,67.0347,83.0054,176.7216,218.8248,30.4676,37.7264,101.9238,126.2068,52.2255,64.668,32.0726,39.7138,39.8135,49.2989
2026-05-20,158.6164,196.3485,192.3831,238.1476,112.6528,139.4509,101.9461,126.1973,121.6094,150.5381,210.0529,260.0208,221.2085,273.8302,167.1316,206.8893,54.0842,66.9498,37.0822,45.9035,52.0361,64.4146,46.4349,57.4809,101.9461,126.1973,67.0922,83.0523,176.7298,218.7707,30.4842,37.7358,101.9461,126.1973,52.2447,64.6728,32.0818,39.7135,39.8146,49.2858
2026-05-21,158.7501,196.4582,192.4813,238.2015,112.6772,139.4414,101.9685,126.1891,121.5928,150.4748,210.2091,260.1401,221.4525,274.0542,167.2656,206.9963,54.1221,66.9777,37.1053,45.9189,52.0383,64.399,46.4586,57.494,101.9685,126.1891,67.1499,83.1,176.738,218.7187,30.5008,37.7456,101.9685,126.1891,52.2639,64.6782,32.0911,39.7137,39.8158,49.2733
2026-05-22,158.884,196.5697,192.5796,238.2577,112.7015,139.4332,101.9908,126.182,121.5762,150.4129,210.3653,260.2619,221.6967,274.281,167.3998,207.1053,54.16,67.0062,37.1283,45.9348,52.0406,64.3841,46.4824,57.5076,101.9908,126.182,67.2075,83.1485,176.7462,218.6687,30.5174,37.7558,101.9908,126.182,52.2832,64.6842,32.1003,39.7142,39.817,49.2612
